,airline_name,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,price
564,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,,"2,271"
565,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,,"2,271"
566,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,,"2,271"
567,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,2 Stops,"2,271"
568,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,2 Stops,"2,271"
569,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,,"2,271"
570,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,,"4,374"
571,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
572,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,,"4,374"
573,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
574,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,,"4,949"
575,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,,"4,949"
576,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,,"4,949"
577,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,,"4,949"
578,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,2 Stops,"4,949"
579,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,,"4,949"
580,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,,"3,659"
581,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,,"3,827"
582,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,,"3,828"
583,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,,"3,828"
584,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,,"3,828"
585,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,,"3,828"
586,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
587,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,,"3,828"
588,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,1 Stop,"3,828"
589,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,,"3,828"
590,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,1 Stop,"4,730"
591,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,1 Stop,"4,730"
592,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,1 Stop,"5,223"
593,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,1 Stop,"5,255"
594,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,1 Stop,"5,255"
595,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,,"5,255"
596,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,1 Stop,"5,255"
597,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,,"5,255"
598,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,,"5,358"
599,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,1 Stop,"5,358"
600,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,,"2,798"
601,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,,"2,798"
602,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,2 Stops,"2,798"
603,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,,"2,798"
604,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,,"2,798"
605,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,,"2,798"
606,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,1 Stop,"2,848"
607,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,1 Stop,"2,848"
608,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,1 Stop,"2,859"
609,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,2 Stops,"3,114"
610,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"2,270"
611,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,,"2,270"
612,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,,"2,270"
613,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,,"2,271"
614,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,2 Stops,"2,271"
615,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,,"2,271"
616,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,1 Stop,"2,271"
617,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,1 Stop,"2,271"
618,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,,"2,271"
619,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,3 Stops,"2,271"
620,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,,"4,374"
621,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
622,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,,"4,374"
623,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
624,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,,"4,949"
625,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,,"4,949"
626,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,1 Stop,"4,949"
627,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,,"4,949"
628,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,1 Stop,"4,949"
629,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,2 Stops,"4,949"
630,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,,"3,659"
631,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,1 Stop,"3,827"
632,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,1 Stop,"3,828"
633,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,1 Stop,"3,828"
634,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,2 Stops,"3,828"
635,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,,"3,828"
636,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,1 Stop,"3,828"
637,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,2 Stops,"3,828"
638,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,,"3,828"
639,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,,"3,828"
640,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,,"4,730"
641,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,1 Stop,"4,730"
642,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,2 Stops,"5,223"
643,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,1 Stop,"5,255"
644,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,,"5,255"
645,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,2 Stops,"5,255"
646,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,,"5,255"
647,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,,"5,255"
648,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,2 Stops,"5,358"
649,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,,"5,358"
650,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,,"2,798"
651,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,,"2,798"
652,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,2 Stops,"2,798"
653,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,,"2,798"
654,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,,"2,798"
655,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,2 Stops,"2,798"
656,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,2 Stops,"2,848"
657,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,2 Stops,"2,848"
658,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,2 Stops,"2,859"
659,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,,"3,114"
660,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,,"2,270"
661,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,2 Stops,"2,270"
662,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,,"2,270"
663,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,,"2,271"
664,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,2 Stops,"2,271"
665,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,1 Stop,"2,271"
666,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,1 Stop,"2,271"
667,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,1 Stop,"2,271"
668,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,1 Stop,"2,271"
669,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,2 Stops,"2,271"
670,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,,"4,374"
671,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
672,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,,"4,374"
673,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
674,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,1 Stop,"4,949"
675,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,,"4,949"
676,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,,"4,949"
677,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,,"4,949"
678,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,2 Stops,"4,949"
679,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,,"4,949"
680,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,,"3,659"
681,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,2 Stops,"3,827"
682,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,,"3,828"
683,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,,"3,828"
684,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,1 Stop,"3,828"
685,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,1 Stop,"3,828"
686,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
687,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,1 Stop,"3,828"
688,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,,"3,828"
689,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,2 Stops,"3,828"
690,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,,"4,730"
691,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,1 Stop,"4,730"
692,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,,"5,223"
693,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,2 Stops,"5,255"
694,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,2 Stops,"5,255"
695,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,,"5,255"
696,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,,"5,255"
697,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,2 Stops,"5,255"
698,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,2 Stops,"5,358"
699,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,2 Stops,"5,358"
700,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,2 Stops,"2,798"
701,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,,"2,798"
702,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,,"2,798"
703,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,,"2,798"
704,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,1 Stop,"2,798"
705,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,1 Stop,"2,798"
706,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,,"2,848"
707,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,,"2,848"
708,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,,"2,859"
709,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,,"3,114"
710,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"2,270"
711,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,1 Stop,"2,270"
712,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,,"2,270"
713,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,,"2,271"
714,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,1 Stop,"2,271"
715,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,1 Stop,"2,271"
716,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,,"2,271"
717,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,1 Stop,"2,271"
718,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,2 Stops,"2,271"
719,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,,"2,271"
720,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,,"4,374"
721,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
722,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,2 Stops,"4,374"
723,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
724,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,1 Stop,"4,949"
725,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,1 Stop,"4,949"
726,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,2 Stops,"4,949"
727,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,,"4,949"
728,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,,"4,949"
729,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,,"4,949"
730,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,1 Stop,"3,659"
731,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,2 Stops,"3,827"
732,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,,"3,828"
733,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,,"3,828"
734,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,1 Stop,"3,828"
735,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,1 Stop,"3,828"
736,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
737,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,2 Stops,"3,828"
738,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,2 Stops,"3,828"
739,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,,"3,828"
740,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,3 Stops,"4,730"
741,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,,"4,730"
742,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,,"5,223"
743,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,,"5,255"
744,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,1 Stop,"5,255"
745,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,1 Stop,"5,255"
746,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,1 Stop,"5,255"
747,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,2 Stops,"5,255"
748,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,,"5,358"
749,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,1 Stop,"5,358"
750,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,,"2,798"
751,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,,"2,798"
752,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,,"2,798"
753,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,1 Stop,"2,798"
754,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,1 Stop,"2,798"
755,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,1 Stop,"2,798"
756,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,,"2,848"
757,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,1 Stop,"2,848"
758,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,1 Stop,"2,859"
759,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,1 Stop,"3,114"
760,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"2,270"
761,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,1 Stop,"2,270"
762,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,1 Stop,"2,270"
763,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,1 Stop,"2,271"
764,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,1 Stop,"2,271"
765,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,1 Stop,"2,271"
766,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,1 Stop,"2,271"
767,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,1 Stop,"2,271"
768,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,,"2,271"
769,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,2 Stops,"2,271"
770,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,,"4,374"
771,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
772,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,1 Stop,"4,374"
773,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,1 Stop,"4,374"
774,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,,"4,949"
775,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,1 Stop,"4,949"
776,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,2 Stops,"4,949"
777,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,2 Stops,"4,949"
778,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,,"4,949"
779,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,,"4,949"
780,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,,"3,659"
781,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,1 Stop,"3,827"
782,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,1 Stop,"3,828"
783,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,1 Stop,"3,828"
784,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,1 Stop,"3,828"
785,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,2 Stops,"3,828"
786,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
787,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,2 Stops,"3,828"
788,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,1 Stop,"3,828"
789,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,2 Stops,"3,828"
790,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,,"4,730"
791,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,,"4,730"
792,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,1 Stop,"5,223"
793,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,2 Stops,"5,255"
794,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,,"5,255"
795,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,2 Stops,"5,255"
796,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,2 Stops,"5,255"
797,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,,"5,255"
798,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,,"5,358"
799,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,,"5,358"
800,Air Asia,"Tue, 30 Nov",Pune,New Delhi,18:40,20:50,2h 10m,,"2,798"
801,IndiGo,"Tue, 30 Nov",Pune,New Delhi,16:15,18:30,2h 15m,2 Stops,"2,798"
802,Air India,"Tue, 30 Nov",Pune,New Delhi,18:50,21:05,2h 15m,2 Stops,"2,798"
803,Air Asia,"Tue, 30 Nov",Pune,New Delhi,17:50,20:10,2h 20m,1 Stop,"2,798"
804,Air India,"Tue, 30 Nov",Pune,New Delhi,12:35,16:00,3h 25m,1 Stop,"2,798"
805,IndiGo,"Tue, 30 Nov",Pune,New Delhi,15:40,22:30,6h 50m,,"2,798"
806,Vistara,"Tue, 30 Nov",Pune,New Delhi,16:55,19:05,2h 10m,,"2,848"
807,Vistara,"Tue, 30 Nov",Pune,New Delhi,19:30,21:40,2h 10m,,"2,848"
808,SpiceJet,"Tue, 30 Nov",Pune,New Delhi,17:05,19:25,2h 20m,1 Stop,"2,859"
809,IndiGo,"Tue, 30 Nov",Pune,New Delhi,13:45,16:00,2h 15m,1 Stop,"3,114"
810,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,18:15,21:00,2h 45m,1 Stop,"2,270"
811,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,19:40,22:25,2h 45m,,"2,270"
812,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,16:20,19:10,2h 50m,,"2,270"
813,Air India,"Mon, 15 Nov",Chennai,New Delhi,06:10,08:55,2h 45m,3 Stops,"2,271"
814,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,17:05,22:25,5h 20m,,"2,271"
815,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,18:10,6h 20m,1 Stop,"2,271"
816,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,22:25,6h 40m,,"2,271"
817,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,10:55,18:00,7h 05m,2 Stops,"2,271"
818,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,15:45,23:45,8h 00m,,"2,271"
